Category,ID,Gender
train,1,1
train,2,1
train,3,0
train,4,0
train,5,1
train,6,1
train,7,1
train,8,0
train,9,0
train,10,0
train,11,0
train,12,0
train,13,0
train,14,0
train,15,0
train,16,0
train,17,0
train,18,0
train,19,0
train,20,1
train,21,0
train,22,0
train,23,1
train,24,1
train,25,1
train,26,0
train,27,0
train,28,0
train,29,0
train,30,0
train,31,0
train,32,0
train,33,0
train,34,0
train,35,0
train,36,1
train,37,1
train,38,0
train,39,1
train,40,0
train,41,1
train,42,1
train,43,0
train,44,1
train,45,0
train,46,0
train,47,1
train,48,1
train,49,1
train,50,1
train,51,1
train,52,1
train,53,1
train,54,1
train,55,1
train,56,1
train,57,1
train,58,1
train,59,1
train,60,0
train,61,0
train,62,0
train,63,1
train,64,1
train,65,1
train,66,0
train,67,0
train,68,0
train,69,1
train,70,0
train,71,1
train,72,0
train,73,0
train,74,1
train,75,1
train,76,0
train,77,0
train,78,0
train,79,0
train,80,1
train,81,1
train,82,1
train,83,1
train,84,1
train,85,1
train,86,0
train,87,0
train,88,1
train,89,1
train,90,1
train,91,1
train,92,1
train,93,1
train,94,1
train,95,0
train,96,0
train,97,0
train,98,0
train,99,0
train,100,1
train,101,0
train,102,1
train,103,1
train,104,0
train,105,0
train,106,1
train,107,1
train,108,1
train,109,0
train,110,1
train,111,0
train,112,1
train,113,1
train,114,1
train,115,0
train,116,1
train,117,1
train,118,1
train,119,1
train,120,1
train,121,1
train,122,1
train,123,1
train,124,1
train,125,0
train,126,0
train,127,0
train,128,0
train,129,0
train,130,0
train,131,0
train,132,1
train,133,0
train,134,1
train,135,1
train,136,1
train,137,1
train,138,0
train,139,0
train,140,0
train,141,0
train,142,0
train,143,0
train,144,0
train,145,0
train,146,0
train,147,0
train,148,0
train,149,0
train,150,0
train,151,0
train,152,0
train,153,1
train,154,1
train,155,1
train,156,1
train,157,0
train,158,0
train,159,0
train,160,0
train,161,1

train,162,1
train,163,1
train,164,0
train,165,1
train,166,1
train,167,1
train,168,1
train,169,1
train,170,0
train,171,0
train,172,1
train,173,1
train,174,1
train,175,0
train,176,0
train,177,0
train,178,1
train,179,0
train,180,0
train,181,0
train,182,1
train,183,1
train,184,0
train,185,1
train,186,0
train,187,0
train,188,1
train,189,1
train,190,0
train,191,0
train,192,1
train,193,0
train,194,0
train,195,0
train,196,1
train,197,0
train,198,1
train,199,1
train,200,1
train,201,1
train,202,1
train,203,0
train,204,1
train,205,1
train,206,0
train,207,0
train,208,0
train,209,1
train,210,1
train,211,1
train,212,1
train,213,1
train,214,1
train,215,0
train,216,1
train,217,1
train,218,1
train,219,1
train,220,1
train,221,0
train,222,1
train,223,0
train,224,1
train,225,0
train,226,0
train,227,1
train,228,1
train,229,1
train,230,1
train,231,1
train,232,1
train,233,1
train,234,1
train,235,0
train,236,0
train,237,0
train,238,0
train,239,0
train,240,1
train,241,0
train,242,0
train,243,0
train,244,0
train,245,0
train,246,0
train,247,0
train,248,1
train,249,1
train,250,1
train,251,1
train,252,1
train,253,1
train,254,1
train,255,1
train,256,1
train,257,1
train,258,1
train,259,1
train,260,1
train,261,1
train,262,1
train,263,0
train,264,0
train,265,0
train,266,0
train,267,0
train,268,0
train,269,0
train,270,0
train,271,0
train,272,0
train,273,0
train,274,0
train,275,1
train,276,1
train,277,1
train,278,1
train,279,0
train,280,1
train,281,1
train,282,1
train,283,0
train,284,0
train,285,0
train,286,0
train,287,1
train,288,0
train,289,1
train,290,1
train,291,1
train,292,1
train,293,0
train,294,1
train,295,0
train,296,0
train,297,0
train,298,0
train,299,0
train,300,1
train,301,0
train,302,0
train,303,0
train,304,0
train,305,0
train,306,0
train,307,1
train,308,0
train,309,0
train,310,1
train,311,1
train,312,1
train,313,1
train,314,0
train,315,0
train,316,0
train,317,1
train,318,1
train,319,1
train,320,1
train,321,1
train,322,0
train,323,0
train,324,0
train,325,1
train,326,0
train,327,1
train,328,0
train,329,1
train,330,1
train,331,1
train,332,0
train,333,0
train,334,1
train,335,1
train,336,1
train,337,1
train,338,1
train,339,0
train,340,1
train,341,1
train,342,0
train,343,0
train,344,0
train,345,0
train,346,0
train,347,1
train,348,0
train,349,0
train,350,1
train,351,1
train,352,1
train,353,1
train,354,1
train,355,1
train,356,0
train,357,0
train,358,0
train,359,0
train,360,0
train,361,0
train,362,0
train,363,1
train,364,0
train,365,0
train,366,0
train,367,0
train,368,0
train,369,0
train,370,0
train,371,0
train,372,1
train,373,1
train,374,0
train,375,0
train,376,0
train,377,1
train,378,0
train,379,1
train,380,0
train,381,1
train,382,1
train,383,1
train,384,1
train,385,1
train,386,1
train,387,1
train,388,1
train,389,0
train,390,0
train,391,0
train,392,0
train,393,0
train,394,0
train,395,1
train,396,1
train,397,1
train,398,1
train,399,1
train,400,1
train,401,1
train,402,1
train,403,0
train,404,0
train,405,0
train,406,1
train,407,1
train,408,1
train,409,1
train,410,1
train,411,1
train,412,1
train,413,1
train,414,1
train,415,0
train,416,1
train,417,1
train,418,1
train,419,1
train,420,0
train,421,0
train,422,0
train,423,0
train,424,1
train,425,1
train,426,1
train,427,0
train,428,0
train,429,1
train,430,0
train,431,0
train,432,1
train,433,1
train,434,1
train,435,1
train,436,1
train,437,1
train,438,1
train,439,1
train,440,0
train,441,1
train,442,0
train,443,1
train,444,1
train,445,1
train,446,1
train,447,1
train,448,1
train,449,1
train,450,1
train,451,1
train,452,1
train,453,1
train,454,0
train,455,1
train,456,0
train,457,1
train,458,0
train,459,0
train,460,0
train,461,0
train,462,1
train,463,1
train,464,0
train,465,0
train,466,0
train,467,0
train,468,1
train,469,1
train,470,0
train,471,0
train,472,0
train,473,0
train,474,1
train,475,1
train,476,1
train,477,0
train,478,0
train,479,0
train,480,0
train,481,1
train,482,1
train,483,0
train,484,1
train,485,1
train,486,0
train,487,1
train,488,0
train,489,0
train,490,1
train,491,1
train,492,0
train,493,1
train,494,1
train,495,1
train,496,1
train,497,0
train,498,0
train,499,1
train,500,1
train,501,1
train,502,1
train,503,1
train,504,1
train,505,0
train,506,1
train,507,1
train,508,1
train,509,1
train,510,1
train,511,1
train,512,0
train,513,1
train,514,0
train,515,1
train,516,1
train,517,0
train,518,0
train,519,1
train,520,1
train,521,1
train,522,1
train,523,1
train,524,1
train,525,0
train,526,1
train,527,0
train,528,1
train,529,1
train,530,1
train,531,1
train,532,1
train,533,1
train,534,1
train,535,0
train,536,1
train,537,1
train,538,1
train,539,0
train,540,1
train,541,1
train,542,0
train,543,0
train,544,0
train,545,1
train,546,1
train,547,1
train,548,0
train,549,0
train,550,0
train,551,1
train,552,1
train,553,0
train,554,1
train,555,0
train,556,0
train,557,0
train,558,0
train,559,1
train,560,0
train,561,1
train,562,0
train,563,0
train,564,0
train,565,1
